Incident_No,Force_Type,Incident_Date,Race,Gender,Age,Precinct,Neighborhood,Is911Call
10-287787,Level 1 - Use of Force,2010/09/18 23:21:43+00,2.0,1.0,18.0,2,Holland,1.0
10-287804,Level 1 - Use of Force,2010/09/18 23:34:01+00,1.0,1.0,22.0,4,Folwell,0.0
10-287820,Level 1 - Use of Force,2010/09/18 23:44:27+00,0.0,1.0,19.0,1,Downtown West,0.0
10-287820,Level 1 - Use of Force,2010/09/18 23:44:27+00,0.0,1.0,19.0,1,Downtown West,0.0
10-287820,Level 1 - Use of Force,2010/09/18 23:44:27+00,0.0,1.0,19.0,1,Downtown West,0.0
10-287930,Level 1 - Use of Force,2010/09/19 01:22:44+00,1.0,1.0,40.0,4,Webber - Camden,0.0
10-287930,Level 1 - Use of Force,2010/09/19 01:22:44+00,1.0,1.0,40.0,4,Webber - Camden,0.0
10-287930,Level 1 - Use of Force,2010/09/19 01:22:44+00,1.0,1.0,40.0,4,Webber - Camden,0.0
10-287930,Level 1 - Use of Force,2010/09/19 01:22:44+00,1.0,1.0,40.0,4,Webber - Camden,0.0
10-287949,Level 1 - Use of Force,2010/09/19 01:39:07+00,2.0,0.0,18.0,2,Marcy Holmes,1.0
10-287959,Level 1 - Use of Force,2010/09/19 01:47:13+00,1.0,1.0,49.0,3,Phillips West,0.0
10-288115,Level 1 - Use of Force,2010/09/19 05:33:13+00,2.0,1.0,29.0,2,Sheridan,1.0
10-288115,Level 2 - Use of Force,2010/09/19 05:33:13+00,7.0,1.0,25.0,2,Sheridan,1.0
10-288117,Level 1 - Use of Force,2010/09/19 05:40:35+00,7.0,1.0,17.0,5,Steven's Square - Loring Heights,1.0
10-288685,Level 1 - Use of Force,2010/09/19 21:33:26+00,1.0,1.0,31.0,2,Bottineau,1.0
10-288874,Level 1 - Use of Force,2010/09/20 02:15:10+00,1.0,0.0,27.0,1,Downtown West,0.0
10-288874,Level 1 - Use of Force,2010/09/20 02:15:10+00,1.0,1.0,21.0,1,Downtown West,0.0
10-289750,Level 1 - Use of Force,2010/09/20 22:09:08+00,2.0,1.0,21.0,4,Folwell,0.0
10-289750,Level 1 - Use of Force,2010/09/20 22:09:08+00,2.0,1.0,21.0,4,Folwell,0.0
10-289750,Level 1 - Use of Force,2010/09/20 22:09:08+00,2.0,1.0,21.0,4,Folwell,0.0
10-289750,Level 2 - Use of Force,2010/09/20 22:09:08+00,2.0,1.0,21.0,4,Folwell,0.0
10-290740,Level 1 - Use of Force,2010/09/21 20:15:06+00,2.0,1.0,52.0,1,Downtown West,1.0
10-290740,Level 1 - Use of Force,2010/09/21 20:15:06+00,2.0,1.0,52.0,1,Downtown West,1.0
10-290873,Level 1 - Use of Force,2010/09/21 21:53:15+00,1.0,1.0,29.0,4,Folwell,0.0
10-291095,Level 1 - Use of Force,2010/09/22 01:01:50+00,2.0,1.0,21.0,2,Marcy Holmes,0.0
10-292016,Level 1 - Use of Force,2010/09/22 21:27:20+00,1.0,1.0,28.0,4,Hawthorne,1.0
10-292016,Level 1 - Use of Force,2010/09/22 21:27:20+00,1.0,1.0,28.0,4,Hawthorne,1.0
10-292016,Level 1 - Use of Force,2010/09/22 21:27:20+00,1.0,1.0,28.0,4,Hawthorne,1.0
10-292016,Level 2 - Use of Force,2010/09/22 21:27:20+00,1.0,1.0,28.0,4,Hawthorne,1.0
10-292016,Level 3 - Use of Force,2010/09/22 21:27:20+00,1.0,1.0,28.0,4,Hawthorne,1.0
10-292016,Level 1 - Use of Force,2010/09/22 21:27:20+00,1.0,1.0,28.0,4,Hawthorne,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293352,Level 1 - Use of Force,2010/09/24 02:45:33+00,1.0,1.0,21.0,4,McKinley,1.0
10-293892,Level 1 - Use of Force,2010/09/24 16:48:26+00,1.0,1.0,21.0,3,Seward,0.0
10-294266,Level 1 - Use of Force,2010/09/24 22:16:56+00,,2.0,16.0,2,Holland,0.0
10-294272,Level 1 - Use of Force,2010/09/24 22:19:15+00,1.0,1.0,24.0,4,Jordan,0.0
10-294272,Level 1 - Use of Force,2010/09/24 22:19:15+00,1.0,1.0,29.0,4,Jordan,0.0
10-294272,Level 1 - Use of Force,2010/09/24 22:19:15+00,1.0,1.0,24.0,4,Jordan,0.0
10-294470,Level 1 - Use of Force,2010/09/25 00:48:50+00,1.0,1.0,20.0,4,McKinley,0.0
10-294470,Level 1 - Use of Force,2010/09/25 00:48:50+00,1.0,1.0,20.0,4,McKinley,0.0
10-294470,Level 1 - Use of Force,2010/09/25 00:48:50+00,1.0,1.0,20.0,4,McKinley,0.0
10-294470,Level 1 - Use of Force,2010/09/25 00:48:50+00,1.0,1.0,20.0,4,McKinley,0.0
10-294470,Level 1 - Use of Force,2010/09/25 00:48:50+00,1.0,1.0,20.0,4,McKinley,0.0
10-294470,Level 1 - Use of Force,2010/09/25 00:48:50+00,1.0,1.0,20.0,4,McKinley,0.0
10-294617,Level 2 - Use of Force,2010/09/25 03:04:38+00,2.0,1.0,25.0,2,Como,0.0
10-294617,Level 1 - Use of Force,2010/09/25 03:04:38+00,2.0,1.0,25.0,2,Como,0.0
10-294617,Level 1 - Use of Force,2010/09/25 03:04:38+00,2.0,1.0,25.0,2,Como,0.0
10-295355,Level 1 - Use of Force,2010/09/25 21:53:33+00,1.0,1.0,33.0,2,Audubon Park,1.0
10-295426,Level 1 - Use of Force,2010/09/25 22:57:43+00,1.0,1.0,15.0,4,Near - North,0.0
10-295591,Level 1 - Use of Force,2010/09/26 01:11:36+00,1.0,1.0,30.0,1,Downtown West,0.0
10-295601,Level 2 - Use of Force,2010/09/26 01:17:19+00,1.0,1.0,33.0,1,Downtown West,0.0
10-295637,Level 1 - Use of Force,2010/09/26 01:48:15+00,2.0,1.0,35.0,1,Downtown West,0.0
10-295637,Level 1 - Use of Force,2010/09/26 01:48:15+00,2.0,1.0,35.0,1,Downtown West,0.0
10-295637,Level 2 - Use of Force,2010/09/26 01:48:15+00,2.0,1.0,35.0,1,Downtown West,0.0
10-295637,Level 1 - Use of Force,2010/09/26 01:48:15+00,2.0,1.0,35.0,1,Downtown West,0.0
10-295637,Level 1 - Use of Force,2010/09/26 01:48:15+00,2.0,1.0,35.0,1,Downtown West,0.0
10-295637,Level 1 - Use of Force,2010/09/26 01:48:15+00,2.0,1.0,35.0,1,Downtown West,0.0
10-295637,Level 1 - Use of Force,2010/09/26 01:48:15+00,2.0,1.0,35.0,1,Downtown West,0.0
10-295653,Level 1 - Use of Force,2010/09/26 01:58:52+00,2.0,1.0,20.0,2,Como,1.0
10-295653,Level 1 - Use of Force,2010/09/26 01:58:52+00,2.0,1.0,20.0,2,Como,1.0
10-295934,Level 1 - Use of Force,2010/09/26 13:42:30+00,1.0,1.0,37.0,1,Elliot Park,0.0
10-295934,Level 1 - Use of Force,2010/09/26 13:42:30+00,1.0,1.0,42.0,1,Elliot Park,0.0
10-295941,Level 1 - Use of Force,2010/09/26 13:52:50+00,1.0,1.0,26.0,3,Phillips West,1.0
10-295941,Level 1 - Use of Force,2010/09/26 13:52:50+00,1.0,1.0,26.0,3,Phillips West,1.0
10-295941,Level 1 - Use of Force,2010/09/26 13:52:50+00,1.0,1.0,26.0,3,Phillips West,1.0
10-295941,Level 1 - Use of Force,2010/09/26 13:52:50+00,1.0,1.0,26.0,3,Phillips West,1.0
10-295941,Level 1 - Use of Force,2010/09/26 13:52:50+00,1.0,1.0,26.0,3,Phillips West,1.0
10-295941,Level 1 - Use of Force,2010/09/26 13:52:50+00,1.0,1.0,26.0,3,Phillips West,1.0
10-295947,Level 2 - Use of Force,2010/09/26 14:00:39+00,1.0,1.0,17.0,3,Ventura Village,1.0
10-295988,Level 1 - Use of Force,2010/09/26 15:03:05+00,2.0,1.0,29.0,1,Downtown East,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,1.0,18.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,0.0,46.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,1.0,18.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,1.0,17.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,1.0,17.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,1.0,18.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,1.0,18.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,0.0,46.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,0.0,46.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,1.0,15.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,1.0,17.0,4,Near - North,0.0
10-296059,Level 1 - Use of Force,2010/09/26 16:54:09+00,1.0,0.0,46.0,4,Near - North,0.0
10-296421,Level 1 - Use of Force,2010/09/27 01:56:49+00,1.0,1.0,17.0,1,Downtown West,0.0
10-296421,Level 1 - Use of Force,2010/09/27 01:56:49+00,1.0,1.0,17.0,1,Downtown West,0.0
10-296421,Level 1 - Use of Force,2010/09/27 01:56:49+00,1.0,1.0,17.0,1,Downtown West,0.0
10-296452,Level 2 - Use of Force,2010/09/27 02:45:35+00,1.0,1.0,37.0,1,Downtown West,0.0
10-296476,Level 1 - Use of Force,2010/09/27 03:33:30+00,1.0,1.0,30.0,1,Downtown West,0.0
10-296476,Level 1 - Use of Force,2010/09/27 03:33:30+00,1.0,1.0,30.0,1,Downtown West,0.0
10-296476,Level 1 - Use of Force,2010/09/27 03:33:30+00,1.0,1.0,30.0,1,Downtown West,0.0
10-296476,Level 1 - Use of Force,2010/09/27 03:33:30+00,1.0,1.0,30.0,1,Downtown West,0.0
10-296476,Level 1 - Use of Force,2010/09/27 03:33:30+00,1.0,1.0,30.0,1,Downtown West,0.0
10-296476,Level 1 - Use of Force,2010/09/27 03:33:30+00,1.0,1.0,30.0,1,Downtown West,0.0
10-296909,Level 1 - Use of Force,2010/09/27 15:32:54+00,2.0,1.0,15.0,3,East Phillips,1.0
10-296909,Level 1 - Use of Force,2010/09/27 15:32:54+00,2.0,1.0,15.0,3,East Phillips,1.0
10-296909,Level 1 - Use of Force,2010/09/27 15:32:54+00,2.0,1.0,15.0,3,East Phillips,1.0
10-296909,Level 1 - Use of Force,2010/09/27 15:32:54+00,2.0,1.0,15.0,3,East Phillips,1.0
10-296909,Level 1 - Use of Force,2010/09/27 15:32:54+00,2.0,1.0,15.0,3,East Phillips,1.0
10-297071,Level 1 - Use of Force,2010/09/27 18:11:38+00,3.0,1.0,27.0,3,Ericsson,1.0
10-297071,Level 1 - Use of Force,2010/09/27 18:11:38+00,3.0,1.0,27.0,3,Ericsson,1.0
10-297242,Level 1 - Use of Force,2010/09/27 20:57:17+00,1.0,1.0,24.0,3,Phillips West,0.0
10-298350,Level 1 - Use of Force,2010/09/28 20:15:22+00,3.0,0.0,16.0,3,Central,0.0
10-298373,Level 1 - Use of Force,2010/09/28 20:40:11+00,1.0,1.0,17.0,4,Near - North,1.0
10-298373,Level 1 - Use of Force,2010/09/28 20:40:11+00,1.0,1.0,17.0,4,Near - North,1.0
10-298606,Level 1 - Use of Force,2010/09/29 00:55:45+00,1.0,1.0,24.0,1,Elliot Park,1.0
10-298606,Level 1 - Use of Force,2010/09/29 00:55:45+00,1.0,1.0,24.0,1,Elliot Park,1.0
10-299524,Level 1 - Use of Force,2010/09/29 21:30:10+00,2.0,1.0,57.0,5,Windom,1.0
10-299524,Level 1 - Use of Force,2010/09/29 21:30:10+00,2.0,1.0,57.0,5,Windom,1.0
10-299524,Level 2 - Use of Force,2010/09/29 21:30:10+00,2.0,1.0,57.0,5,Windom,1.0
10-299524,Level 1 - Use of Force,2010/09/29 21:30:10+00,2.0,1.0,57.0,5,Windom,1.0
10-299707,Level 1 - Use of Force,2010/09/30 00:00:59+00,2.0,1.0,35.0,5,Lowry Hill East,0.0
10-299812,Level 1 - Use of Force,2010/09/30 02:14:30+00,1.0,1.0,22.0,1,Downtown West,0.0
10-299812,Level 1 - Use of Force,2010/09/30 02:14:30+00,1.0,0.0,22.0,1,Downtown West,0.0
10-299812,Level 1 - Use of Force,2010/09/30 02:14:30+00,1.0,0.0,22.0,1,Downtown West,0.0
10-299812,Level 1 - Use of Force,2010/09/30 02:14:30+00,1.0,1.0,22.0,1,Downtown West,0.0
10-300132,Level 1 - Use of Force,2010/09/30 12:06:53+00,1.0,1.0,18.0,3,Central,0.0
10-300185,Level 1 - Use of Force,2010/09/30 13:11:49+00,1.0,1.0,24.0,3,Ventura Village,0.0
10-300809,Level 1 - Use of Force,2010/10/01 00:04:21+00,2.0,1.0,22.0,1,Downtown West,0.0
10-300897,Level 1 - Use of Force,2010/10/01 02:18:28+00,3.0,1.0,24.0,1,Downtown West,0.0
10-301820,Level 1 - Use of Force,2010/10/01 23:23:50+00,7.0,1.0,25.0,1,Downtown West,0.0
10-301930,Level 3 - Use of Force,2010/10/02 00:55:18+00,3.0,1.0,21.0,1,Elliot Park,1.0
10-301930,Level 1 - Use of Force,2010/10/02 00:55:18+00,3.0,1.0,21.0,1,Elliot Park,1.0
10-301930,Level 2 - Use of Force,2010/10/02 00:55:18+00,3.0,1.0,21.0,1,Elliot Park,1.0
10-301975,Level 1 - Use of Force,2010/10/02 01:41:40+00,1.0,1.0,42.0,4,Willard - Hay,1.0
10-301975,Level 1 - Use of Force,2010/10/02 01:41:40+00,1.0,1.0,42.0,4,Willard - Hay,1.0
10-302446,Level 1 - Use of Force,2010/10/02 15:28:03+00,2.0,1.0,25.0,1,North Loop,0.0
10-302446,Level 1 - Use of Force,2010/10/02 15:28:03+00,2.0,1.0,25.0,1,North Loop,0.0
10-302965,Level 1 - Use of Force,2010/10/02 23:58:47+00,2.0,1.0,38.0,5,King Field,1.0
10-302965,Level 1 - Use of Force,2010/10/02 23:58:47+00,2.0,1.0,22.0,5,King Field,1.0
10-302965,Level 1 - Use of Force,2010/10/02 23:58:47+00,2.0,1.0,38.0,5,King Field,1.0
10-302965,Level 1 - Use of Force,2010/10/02 23:58:47+00,2.0,1.0,22.0,5,King Field,1.0
10-303058,Level 1 - Use of Force,2010/10/03 01:43:24+00,1.0,1.0,24.0,1,Downtown West,0.0
10-303088,Level 1 - Use of Force,2010/10/03 02:10:44+00,2.0,1.0,24.0,1,Downtown West,0.0
10-303147,Level 1 - Use of Force,2010/10/03 03:02:17+00,1.0,1.0,22.0,1,Downtown West,0.0
10-303763,Level 1 - Use of Force,2010/10/03 22:02:11+00,1.0,1.0,42.0,3,Central,1.0
10-303931,Level 1 - Use of Force,2010/10/04 01:43:42+00,1.0,1.0,18.0,1,Downtown West,0.0
10-304795,Level 1 - Use of Force,2010/10/04 22:17:42+00,1.0,1.0,22.0,3,Ventura Village,0.0
10-304795,Level 1 - Use of Force,2010/10/04 22:17:42+00,1.0,1.0,22.0,3,Ventura Village,0.0
10-304901,Level 1 - Use of Force,2010/10/05 00:41:05+00,2.0,1.0,47.0,1,Downtown West,0.0
10-305699,Level 1 - Use of Force,2010/10/05 19:56:58+00,1.0,1.0,27.0,1,Downtown West,0.0
10-305781,Level 1 - Use of Force,2010/10/05 21:26:10+00,2.0,1.0,16.0,3,Ventura Village,1.0
10-305781,Level 1 - Use of Force,2010/10/05 21:26:10+00,2.0,1.0,16.0,3,Ventura Village,1.0
10-305905,Level 1 - Use of Force,2010/10/05 23:16:23+00,1.0,1.0,21.0,5,Whittier,1.0
10-306020,Level 1 - Use of Force,2010/10/06 01:23:00+00,2.0,1.0,34.0,2,Bottineau,0.0
10-306020,Level 1 - Use of Force,2010/10/06 01:23:00+00,2.0,1.0,34.0,2,Bottineau,0.0
10-306035,Level 1 - Use of Force,2010/10/06 01:43:17+00,2.0,1.0,28.0,2,Bottineau,0.0
10-306092,Level 1 - Use of Force,2010/10/06 04:03:42+00,1.0,1.0,27.0,3,Midtown Phillips,1.0
10-307492,Level 1 - Use of Force,2010/10/07 13:56:10+00,1.0,0.0,15.0,5,East Isles,1.0
10-307511,Level 1 - Use of Force,2010/10/07 14:16:57+00,1.0,1.0,38.0,4,Near - North,0.0
10-307747,Level 1 - Use of Force,2010/10/07 18:39:45+00,2.0,1.0,49.0,1,Downtown West,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,0.0,25.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 3 - Use of Force,2010/10/07 22:34:15+00,2.0,0.0,25.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-307977,Level 1 - Use of Force,2010/10/07 22:34:15+00,2.0,1.0,29.0,3,Corcoran,0.0
10-308020,Level 2 - Use of Force,2010/10/07 23:23:24+00,7.0,1.0,21.0,1,Downtown West,0.0
10-308049,Level 1 - Use of Force,2010/10/07 23:41:37+00,1.0,1.0,26.0,4,Near - North,1.0
10-308153,Level 1 - Use of Force,2010/10/08 02:14:21+00,1.0,1.0,29.0,1,Downtown West,0.0
10-308153,Level 1 - Use of Force,2010/10/08 02:14:21+00,1.0,1.0,29.0,1,Downtown West,0.0
10-309239,Level 1 - Use of Force,2010/10/09 00:50:44+00,2.0,1.0,42.0,5,Whittier,1.0
10-309239,Level 2 - Use of Force,2010/10/09 00:50:44+00,2.0,1.0,42.0,5,Whittier,1.0
10-309254,Level 1 - Use of Force,2010/10/09 01:08:29+00,1.0,1.0,26.0,4,Hawthorne,0.0
10-309288,Level 1 - Use of Force,2010/10/09 01:46:12+00,1.0,1.0,17.0,1,Elliot Park,0.0
10-309311,Level 2 - Use of Force,2010/10/09 02:23:06+00,2.0,1.0,22.0,2,Marcy Holmes,0.0
10-309311,Level 1 - Use of Force,2010/10/09 02:23:06+00,2.0,1.0,22.0,2,Marcy Holmes,0.0
10-309311,Level 1 - Use of Force,2010/10/09 02:23:06+00,2.0,1.0,22.0,2,Marcy Holmes,0.0
10-309311,Level 1 - Use of Force,2010/10/09 02:23:06+00,2.0,1.0,22.0,2,Marcy Holmes,0.0
10-309861,Level 1 - Use of Force,2010/10/09 17:32:35+00,7.0,1.0,51.0,2,Marcy Holmes,1.0
10-309861,Level 1 - Use of Force,2010/10/09 17:32:35+00,7.0,1.0,51.0,2,Marcy Holmes,1.0
10-309861,Level 1 - Use of Force,2010/10/09 17:32:35+00,7.0,1.0,51.0,2,Marcy Holmes,1.0
10-309861,Level 1 - Use of Force,2010/10/09 17:32:35+00,2.0,0.0,21.0,2,Marcy Holmes,1.0
10-309861,Level 1 - Use of Force,2010/10/09 17:32:35+00,7.0,1.0,51.0,2,Marcy Holmes,1.0
10-309861,Level 1 - Use of Force,2010/10/09 17:32:35+00,7.0,1.0,51.0,2,Marcy Holmes,1.0
10-310011,Level 1 - Use of Force,2010/10/09 20:15:27+00,2.0,0.0,39.0,4,Hawthorne,0.0
10-310298,Level 2 - Use of Force,2010/10/09 23:38:02+00,1.0,1.0,16.0,3,Longfellow,0.0
10-310298,Level 2 - Use of Force,2010/10/09 23:38:02+00,1.0,1.0,17.0,3,Longfellow,0.0
10-310298,Level 1 - Use of Force,2010/10/09 23:38:02+00,1.0,1.0,17.0,3,Longfellow,0.0
10-310342,Level 1 - Use of Force,2010/10/10 00:07:51+00,2.0,1.0,26.0,1,Downtown West,0.0
10-310342,Level 1 - Use of Force,2010/10/10 00:07:51+00,2.0,1.0,26.0,1,Downtown West,0.0
10-310342,Level 1 - Use of Force,2010/10/10 00:07:51+00,2.0,1.0,26.0,1,Downtown West,0.0
10-310458,Level 1 - Use of Force,2010/10/10 01:33:37+00,0.0,1.0,31.0,1,Downtown West,0.0
10-310458,Level 1 - Use of Force,2010/10/10 01:33:37+00,0.0,1.0,31.0,1,Downtown West,0.0
10-310492,Level 1 - Use of Force,2010/10/10 02:01:14+00,2.0,1.0,21.0,1,Downtown West,0.0
10-310525,Level 1 - Use of Force,2010/10/10 02:30:52+00,2.0,1.0,24.0,1,Cedar Riverside,0.0
10-310559,Level 1 - Use of Force,2010/10/10 02:56:33+00,1.0,1.0,26.0,1,Downtown West,0.0
10-310620,Level 1 - Use of Force,2010/10/10 04:52:54+00,1.0,1.0,28.0,1,Cedar Riverside,0.0
10-310620,Level 1 - Use of Force,2010/10/10 04:52:54+00,1.0,1.0,28.0,1,Cedar Riverside,0.0
10-311370,Level 1 - Use of Force,2010/10/10 23:55:55+00,1.0,1.0,26.0,3,Central,0.0
10-311370,Level 1 - Use of Force,2010/10/10 23:55:55+00,1.0,1.0,26.0,3,Central,0.0
10-311370,Level 1 - Use of Force,2010/10/10 23:55:55+00,1.0,1.0,26.0,3,Central,0.0
10-311444,Level 1 - Use of Force,2010/10/11 02:11:49+00,1.0,1.0,20.0,1,Downtown West,0.0
10-311478,Level 1 - Use of Force,2010/10/11 02:47:19+00,1.0,1.0,28.0,1,Downtown West,1.0
10-311482,Level 1 - Use of Force,2010/10/11 02:51:10+00,1.0,1.0,21.0,1,Downtown West,0.0
10-311482,Level 1 - Use of Force,2010/10/11 02:51:10+00,1.0,1.0,21.0,1,Downtown West,0.0
10-311488,Level 1 - Use of Force,2010/10/11 03:00:00+00,1.0,1.0,34.0,1,Downtown West,0.0
10-312980,Level 2 - Use of Force,2010/10/12 15:30:45+00,1.0,1.0,30.0,4,Willard - Hay,0.0
10-313467,Level 1 - Use of Force,2010/10/12 22:49:46+00,2.0,1.0,43.0,2,Marshall Terrace,0.0
10-314104,Level 1 - Use of Force,2010/10/13 15:06:32+00,1.0,0.0,16.0,2,Holland,0.0
10-314166,Level 1 - Use of Force,2010/10/13 16:06:10+00,1.0,1.0,48.0,3,Ventura Village,0.0
10-314439,Level 1 - Use of Force,2010/10/13 20:28:02+00,1.0,1.0,18.0,1,Downtown West,0.0
10-314657,Level 1 - Use of Force,2010/10/13 23:25:37+00,2.0,1.0,26.0,2,Holland,0.0
10-314657,Level 1 - Use of Force,2010/10/13 23:25:37+00,2.0,1.0,26.0,2,Holland,0.0
10-314657,Level 2 - Use of Force,2010/10/13 23:25:37+00,2.0,1.0,26.0,2,Holland,0.0
10-314869,Level 1 - Use of Force,2010/10/14 06:50:58+00,2.0,1.0,25.0,1,Loring Park,1.0
10-314869,Level 1 - Use of Force,2010/10/14 06:50:58+00,2.0,1.0,25.0,1,Loring Park,1.0
10-314948,Level 1 - Use of Force,2010/10/14 09:43:37+00,7.0,0.0,16.0,1,Downtown West,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,25.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,25.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,25.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,25.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,25.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,25.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,26.0,4,Near - North,0.0
10-315426,Level 1 - Use of Force,2010/10/14 18:45:10+00,1.0,1.0,25.0,4,Near - North,0.0
10-315663,Level 1 - Use of Force,2010/10/14 22:45:15+00,1.0,1.0,19.0,4,Jordan,0.0
10-315663,Level 1 - Use of Force,2010/10/14 22:45:15+00,1.0,1.0,19.0,4,Jordan,0.0
10-315663,Level 1 - Use of Force,2010/10/14 22:45:15+00,1.0,1.0,19.0,4,Jordan,0.0
10-315663,Level 1 - Use of Force,2010/10/14 22:45:15+00,1.0,1.0,19.0,4,Jordan,0.0
10-315663,Level 1 - Use of Force,2010/10/14 22:45:15+00,1.0,1.0,19.0,4,Jordan,0.0
10-315663,Level 1 - Use of Force,2010/10/14 22:45:15+00,1.0,1.0,19.0,4,Jordan,0.0
10-316060,Level 1 - Use of Force,2010/10/15 10:56:38+00,4.0,3.0,19.0,3,Powderhorn Park,0.0
10-316383,Level 1 - Use of Force,2010/10/15 17:12:56+00,2.0,0.0,31.0,4,Harrison,0.0
10-316584,Level 1 - Use of Force,2010/10/15 19:48:23+00,1.0,1.0,27.0,4,Near - North,0.0
10-316584,Level 1 - Use of Force,2010/10/15 19:48:23+00,1.0,1.0,27.0,4,Near - North,0.0
10-316584,Level 1 - Use of Force,2010/10/15 19:48:23+00,1.0,1.0,27.0,4,Near - North,0.0
10-316584,Level 1 - Use of Force,2010/10/15 19:48:23+00,1.0,1.0,27.0,4,Near - North,0.0
10-317050,Level 1 - Use of Force,2010/10/16 02:12:53+00,1.0,1.0,22.0,1,Downtown West,0.0
10-317069,Level 2 - Use of Force,2010/10/16 02:28:50+00,2.0,0.0,16.0,2,Logan Park,1.0
